id,budget,original_language,popularity,runtime,revenue,has_homepage,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,overview_count,overview_life,overview_find,overview_one,overview_new,overview_love,company_count,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_country_count,release_month,release_day,release_year,dayofweek,spoken_language_count,has_Released,tagline_count,tagline_one,tagline_love,tagline_world,tagline_life,tagline_stori,tagline_man,title_count,keyword_count,keyword_relationship,keyword_base,keyword_woman,keyword_film,keyword_murder,keyword_love,cast_1,cast_2,cast_3,cast_count,crew_count
1785,11000000,en,10.3919,118.0,10032765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,0,0,1,1,0,0,1,0,1,12,17,1993,4,1,1,13,0,1,0,0,0,0,5,6,1,0,0,1,0,0,Johnny Depp,Leonardo DiCaprio,Leonardo DiCaprio,25.0,3
1786,0,en,0.626528,105.0,268431,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,11,19,2008,2,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,Tommy Lee Jones,Brian Dowling,Brian Dowling,9.0,1
1787,0,en,1.53188,103.0,94633,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,125,0,0,1,1,0,2,0,0,0,0,1,4,16,1999,4,1,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Danny Nucci,Stephen Baldwin,Stephen Baldwin,8.0,7
1788,0,en,4.782755,101.0,382267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,2,0,0,0,0,2,5,5,2006,4,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Guy Pearce,Piper Perabo,Piper Perabo,28.0,24
1789,11000000,en,23.37742,117.0,104931801,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,70,0,0,1,0,0,2,0,0,0,1,2,5,25,1979,4,2,1,8,1,0,0,0,0,0,1,16,0,0,0,0,0,0,Tom Skerritt,Sigourney Weaver,Sigourney Weaver,10.0,30
1790,2500000,en,11.591462,119.0,11403529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,0,0,1,3,28,1963,2,1,1,11,0,0,0,0,0,0,2,22,0,1,0,0,0,0,Tippi Hedren,Rod Taylor,Rod Taylor,16.0,17
1791,5000000,en,5.830675,99.0,19905359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,1,0,3,0,1,0,0,1,3,17,1981,1,2,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sylvester Stallone,Rutger Hauer,Rutger Hauer,11.0,2
1792,2159280,pl,8.651053,80.0,15298355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,9,0,0,0,0,4,10,25,2013,4,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,Agata Trzebuchowska,Agata Kulesza,Agata Kulesza,10.0,36
1793,7000000,en,5.5529459999999995,112.0,8349430,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,0,1,0,0,0,0,3,6,9,1995,4,1,1,7,0,0,0,0,0,0,1,7,0,0,0,1,0,0,Harvey Keitel,William Hurt,William Hurt,14.0,11
1794,0,hu,7.970312,145.0,25461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,5,0,0,0,0,1,7,12,2000,2,2,1,0,0,0,0,0,0,0,2,149,1,1,1,0,0,0,Lars Rudolph,Peter Fitz,Peter Fitz,5.0,7
1795,10831173,en,4.480723,106.0,10654385,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,4,0,0,0,0,1,3,18,2011,4,1,1,11,0,0,0,1,0,0,2,4,0,0,0,0,0,0,Paul Giamatti,Alex Shaffer,Alex Shaffer,22.0,5
1796,13360000,it,8.717661,118.0,2000000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,4,0,0,0,0,4,5,20,2015,2,3,1,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,Michael Caine,Harvey Keitel,Harvey Keitel,34.0,7
1797,55000000,en,13.776067999999999,134.0,95000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,1,0,0,0,0,1,10,10,2013,3,2,1,5,0,0,0,0,0,0,2,15,0,0,0,0,0,0,Tom Hanks,Catherine Keener,Catherine Keener,17.0,85
1798,20000000,en,9.188583,113.0,208588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,8,0,0,0,0,3,3,31,2015,1,1,1,13,0,0,0,0,0,0,2,14,1,1,0,0,1,0,Charlize Theron,Nicholas Hoult,Nicholas Hoult,27.0,42
1799,5000000,en,6.370495,113.0,34725000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,47,0,0,0,0,0,2,0,1,0,0,1,6,3,1983,4,1,1,12,0,0,0,0,0,0,2,12,1,0,0,0,1,0,Anthony Perkins,Vera Miles,Vera Miles,21.0,9
1800,0,sv,14.38601,129.0,66995253,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,53,0,0,0,0,0,8,0,0,0,0,3,9,18,2009,4,3,1,4,0,0,0,0,0,0,6,8,0,0,0,0,0,0,Michael Nyqvist,Noomi Rapace,Noomi Rapace,17.0,32
1801,5,en,0.0018800000000000002,141.0,135,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,3,1,1,1999,4,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None,None,None,20.693337797120858,2
1802,3500000,en,0.556435,90.0,9247881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,1,11,25,1998,2,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Jerry Springer,Jaime Pressly,Jaime Pressly,11.0,2
1803,30000000,en,10.596719,107.0,42886719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1,0,4,0,0,0,0,1,4,22,2005,4,1,1,14,0,0,0,0,0,0,4,8,1,0,0,0,0,0,Ashton Kutcher,Amanda Peet,Amanda Peet,14.0,33
1804,2500,en,0.40475300000000003,78.0,15425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,1,3,12,2007,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,Erin Fisher,Cris Lankenau,Cris Lankenau,11.0,5
1805,3800000,en,8.070589,126.0,4307000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,1,0,0,0,1,1,0,0,0,1,1,24,1948,4,1,1,14,0,0,0,0,0,0,6,11,0,0,0,0,0,0,Humphrey Bogart,Walter Huston,Walter Huston,25.0,29
1806,0,en,10.274376,112.0,33461269,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,0,1,8,10,1990,4,2,1,7,0,0,0,0,0,0,2,7,0,0,0,0,0,0,Mel Gibson,Robert Downey Jr.,Robert Downey Jr.,20.0,18
1807,14000000,en,5.113573000000001,149.0,46495,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,1,9,30,2011,4,1,1,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,Anna Paquin,Matt Damon,Matt Damon,22.0,25
1808,4000000,sv,7.274236999999999,115.0,10785801,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,1,1,26,2008,5,1,1,20,0,0,0,0,0,0,5,11,0,0,0,0,1,1,Kåre Hedebrant,Lina Leandersson,Lina Leandersson,15.0,12
1809,0,en,1.5120129999999998,150.0,217201,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,63,0,0,1,0,0,1,0,0,0,0,1,10,22,2002,1,2,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Yvonne Bezerra de Mello,Sandro do Nascimento,Sandro do Nascimento,4.0,7
1810,135000000,en,11.72545,134.0,163794509,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,5,0,1,0,0,4,7,27,2006,3,2,1,6,0,0,0,0,0,0,2,4,0,1,0,0,0,0,Jamie Foxx,Colin Farrell,Colin Farrell,19.0,65
1811,0,fr,5.337351,111.0,2293798,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,140,1,0,0,1,1,1,0,0,0,0,1,10,8,2012,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Michel Bouquet,Christa Théret,Christa Théret,23.0,12
1812,200000000,en,20.818907,109.0,435000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,67,0,0,0,0,0,6,1,0,0,0,3,7,2,2003,2,1,1,4,0,0,0,0,0,0,6,14,0,0,0,0,0,0,Arnold Schwarzenegger,Nick Stahl,Nick Stahl,14.0,144
1813,0,en,11.106753999999999,121.0,14393902,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,0,1,0,0,0,0,1,10,11,1985,4,1,1,17,0,0,0,0,0,0,5,2,0,0,0,0,0,0,Fred Ward,Joel Grey,Joel Grey,6.0,10
1814,0,cn,5.917685,86.0,47301471,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,43,0,1,0,0,0,1,0,0,0,0,1,1,30,2008,2,1,1,6,0,0,1,0,0,0,1,3,0,0,0,0,0,0,Stephen Chow,Xu Jiao,Xu Jiao,10.0,8
1815,2700000,it,0.677253,117.0,4635143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,10,1,1994,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None,None,None,20.693337797120858,3
1816,48000000,en,8.338222,147.0,207515725,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,91,0,0,0,1,0,3,0,0,0,0,2,12,27,2000,2,2,1,5,1,0,0,0,0,0,1,10,0,0,0,0,0,0,Michael Douglas,Benicio del Toro,Benicio del Toro,29.0,25
1817,0,en,6.328119,106.0,288312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,1,0,1,0,0,0,0,1,6,15,2012,4,1,1,10,0,0,0,0,0,0,7,1,0,0,0,0,0,0,Ice-T,Dr. Dre,Dr. Dre,25.0,7
1818,2000000,it,1.188935,89.0,33700,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,55,0,1,0,0,0,1,0,0,0,0,1,5,14,2003,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,Michael Legge,Allen Leech,Allen Leech,3.0,1
1819,120000000,en,14.072510999999999,142.0,649398328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,0,0,0,0,1,1,0,0,0,0,1,5,15,2002,2,1,1,10,0,1,0,0,0,0,8,17,0,0,0,0,0,0,Ewan McGregor,Natalie Portman,Natalie Portman,42.0,20
1820,0,ru,0.5180779999999999,91.0,314195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,1,0,0,1,0,0,0,0,0,1,9,2,2002,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,Renata Litvinova,Dmitriy Orlov,Dmitriy Orlov,7.0,1
1821,500000,en,2.317528,88.0,220151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,1,1,31,2007,2,1,1,4,0,1,0,0,0,0,2,1,0,0,0,1,0,0,Jonathon Trent,Derek Magyar,Derek Magyar,10.0,4
1822,0,es,0.5258689999999999,120.0,62153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,1,4,12,2002,4,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Maria Celeste Arraras,Fidel Castro,Fidel Castro,4.0,4
1823,4000000,en,5.681582,111.0,2826523,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,68,0,0,0,0,0,3,0,0,0,0,1,11,7,1986,4,1,1,2,0,1,0,0,0,0,2,3,0,0,0,0,0,0,Gary Oldman,Chloe Webb,Chloe Webb,18.0,8
1824,1500000,en,8.708789,86.0,173066,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,1,10,1,2007,0,1,1,7,0,0,0,0,0,0,4,2,0,0,0,0,0,0,Bruce Campbell,Grace Thorsen,Grace Thorsen,7.0,3
1825,19000000,en,2.8243669999999996,188.0,4750000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,33,0,0,0,0,0,1,0,0,0,0,1,3,24,1964,0,1,1,16,0,0,0,0,0,0,6,2,0,0,0,0,0,0,Sophia Loren,Stephen Boyd,Stephen Boyd,26.0,17
1826,0,en,5.7990699999999995,81.0,5765562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39,0,0,0,0,0,1,0,0,0,0,1,1,12,1990,4,1,1,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,Kate Hodge,Ken Foree,Ken Foree,16.0,20
1827,6000000,en,4.619068,105.0,24078196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,1,1,0,0,0,2,0,1,0,0,1,6,7,1990,3,1,1,12,1,0,0,0,0,0,1,6,0,0,0,0,0,0,Jean-Claude Van Damme,Harrison Page,Harrison Page,8.0,12
1828,0,ja,0.41819700000000004,133.0,33053559,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1,0,0,0,1,0,0,0,0,1,11,11,2005,4,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,Maki Horikita,Hidetaka Yoshioka,Hidetaka Yoshioka,8.0,2
1829,50000000,en,9.645800999999999,120.0,56714147,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,3,1,0,0,0,1,4,19,2002,4,1,1,8,0,0,0,0,0,0,3,13,0,0,0,0,1,0,Sandra Bullock,Ben Chaplin,Ben Chaplin,26.0,30
1830,0,en,6.653254,96.0,19776159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,0,1,0,4,0,0,0,0,2,2,9,2007,4,3,1,15,0,0,0,0,0,0,4,12,1,0,1,1,0,0,Julie Delpy,Adam Goldberg,Adam Goldberg,23.0,12
1831,70000000,en,8.919469,116.0,309457509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,1,0,4,0,0,1,0,1,7,30,1999,4,1,1,5,0,0,0,0,0,0,2,6,1,0,0,0,0,0,Julia Roberts,Richard Gere,Richard Gere,18.0,32
1832,6500000,ru,0.8774770000000001,102.0,9816332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,1,19,2011,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Garik Kharlamov,Mikhail Galustyan,Mikhail Galustyan,11.0,2
1833,1250000,fr,12.74564,129.0,36144000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,3,0,0,0,0,2,10,14,1972,5,2,1,5,0,0,0,0,0,0,4,13,1,0,1,0,0,1,Marlon Brando,Maria Schneider,Maria Schneider,12.0,11
1834,0,ko,3.6318629999999996,124.0,1200627,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,2,0,0,0,0,1,8,5,2015,2,1,1,5,0,0,0,0,0,0,1,7,0,0,0,1,0,0,Hwang Jung-min,Yoo Ah-In,Yoo Ah-In,19.0,3
1835,0,en,1.298224,96.0,102780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,91,1,0,1,1,0,1,0,0,0,0,1,9,14,1993,1,1,1,8,0,0,0,0,0,0,1,7,0,0,0,1,0,0,Dennis Haysbert,Michael Harris,Michael Harris,8.0,31
1836,3000000,en,8.733191999999999,97.0,7282851,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,48,0,1,0,0,0,3,0,1,0,0,1,7,8,1988,4,1,1,4,0,0,0,0,0,0,2,5,0,0,0,0,0,0,James Le Gros,Reggie Bannister,Reggie Bannister,14.0,8
1837,60000000,en,7.0946240000000005,101.0,73174566,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,5,0,0,0,0,1,9,11,2008,3,3,1,9,0,0,0,0,0,0,2,4,0,0,0,0,1,0,Robert De Niro,Carla Gugino,Carla Gugino,33.0,2
1838,30000000,en,11.552956,109.0,35294470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,1,0,4,0,0,0,0,2,1,19,2005,2,3,1,3,0,0,0,0,0,0,4,22,0,0,0,0,0,0,Ethan Hawke,Laurence Fishburne,Laurence Fishburne,24.0,104
1839,200000000,en,13.678120000000002,106.0,586090727,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,1,1,0,0,0,0,2,10,30,2008,3,5,1,8,0,1,0,0,0,0,3,4,0,0,0,0,0,0,Daniel Craig,Olga Kurylenko,Olga Kurylenko,32.0,17
1840,0,en,1.655202,156.0,138913,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,2,3,2006,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Marlee Matlin,Elaine Hendrix,Elaine Hendrix,8.0,2
1841,130000000,en,12.204174,105.0,117831631,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,81,0,1,0,0,1,5,0,0,0,0,3,2,18,2014,1,1,1,4,0,0,0,0,0,0,1,15,0,0,0,0,0,1,Kit Harington,Carrie-Anne Moss,Carrie-Anne Moss,36.0,43
1842,15000000,en,9.747452000000001,89.0,6405245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,4,0,0,0,0,1,8,21,2009,4,1,1,4,0,0,0,1,0,0,2,5,0,0,1,0,0,0,Alexis Bledel,Zach Gilford,Zach Gilford,31.0,56
1843,0,en,9.987072,105.0,27900000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,1,0,0,1,0,0,1,0,1,12,16,1983,4,1,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,Gene Hackman,Fred Ward,Fred Ward,21.0,17
1844,0,da,1.9079380000000001,106.0,5405313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,1,1,0,1,0,0,0,0,1,4,1,1999,3,1,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,Sidse Babett Knudsen,Niels Olsen,Niels Olsen,20.0,8
1845,9000000,en,1.494688,97.0,1046166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,1,8,26,2005,4,1,1,6,0,0,0,0,0,0,1,4,0,0,0,1,0,0,Kip Pardue,Carrie Fisher,Carrie Fisher,15.0,6
1846,1500000,en,6.939994,97.0,14697005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,1,0,0,0,0,1,0,0,0,0,1,4,20,1989,3,1,1,7,0,0,0,0,0,0,1,11,1,0,0,0,0,0,Jean-Claude Van Damme,Dennis Alexio,Dennis Alexio,15.0,10
1847,4000000,nl,3.92107,103.0,530048,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,59,0,0,0,0,0,5,0,0,0,0,2,11,17,2008,0,3,1,11,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Martijn Lakemeier,Melody Klaver,Melody Klaver,15.0,19
1848,0,en,0.5404359999999999,86.0,209935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,1,9,15,1995,4,1,1,10,0,0,0,0,0,0,4,3,0,0,0,1,0,0,Dirk Shafer,Mary Stein,Mary Stein,19.0,5
1849,17000000,en,12.494394,170.0,72070731,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,24,0,0,0,0,0,1,1,0,0,0,1,10,21,1964,1,1,1,7,0,0,0,0,0,0,3,16,0,0,0,0,0,0,Audrey Hepburn,Rex Harrison,Rex Harrison,10.0,9
1850,3230939,ta,1.937874,162.0,18000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,0,0,1,0,0,1,0,0,0,0,1,4,3,2009,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Suriya ,Tamanna Bhatia,Tamanna Bhatia,13.0,7
1851,0,en,6.741159,94.0,6538177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,0,0,0,1,1,1,6,2006,4,2,1,13,0,0,0,0,0,0,3,5,1,0,0,0,0,0,Linda Cardellini,Allen Covert,Allen Covert,22.0,24
1852,14000000,en,12.243528,97.0,38574362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,0,0,1,0,0,3,0,0,0,0,2,9,19,2000,1,1,1,3,0,0,0,0,0,0,4,6,0,0,0,1,0,0,Jennifer Morrison,Matthew Davis,Matthew Davis,19.0,6
1853,0,en,3.9282779999999997,93.0,3090862,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,0,0,0,4,0,0,0,0,1,10,25,2002,4,2,1,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Wood Harris,Cam'ron,Cam'ron,8.0,22
1854,0,en,11.266569,90.0,50504655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,1,0,0,0,0,1,11,25,1987,2,1,1,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Eddie Murphy,Tatyana Ali,Tatyana Ali,15.0,44
1855,9000000,en,9.51953,104.0,18803648,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,2,0,0,0,0,1,11,18,2016,4,1,1,9,0,0,0,0,0,0,4,10,0,0,1,0,0,0,Hailee Steinfeld,Haley Lu Richardson,Haley Lu Richardson,23.0,28
1856,16000000,en,6.493474,91.0,24377151,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,2,0,0,0,0,1,9,29,2007,5,4,1,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,Owen Wilson,Jason Schwartzman,Jason Schwartzman,23.0,16
1857,170000000,en,21.259,125.0,400062763,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,6,0,0,0,0,1,12,10,2010,4,1,1,4,0,0,0,0,0,0,2,10,0,0,0,0,0,0,Garrett Hedlund,Jeff Bridges,Jeff Bridges,23.0,27
1858,0,it,4.67525,114.0,1805884,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,4,0,0,0,0,1,8,31,2000,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Luigi Lo Cascio,Paolo Briguglia,Paolo Briguglia,6.0,4
1859,1549000,cn,4.331811,107.0,7096000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,4,0,0,0,0,2,5,12,2005,3,2,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,Jay Chou,Jordan Chan,Jordan Chan,10.0,18
1860,12000000,en,8.960713,93.0,32726956,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,90,1,0,0,0,0,4,0,0,1,0,1,6,28,2012,3,1,1,7,0,0,0,0,0,0,5,1,0,0,1,0,0,0,Katy Perry,Russell Brand,Russell Brand,11.0,13
1861,6500000,en,2.12989,104.0,566736,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43,0,0,0,0,0,2,1,0,0,0,1,4,24,1981,4,1,1,7,0,0,0,0,0,0,2,3,0,0,0,0,1,0,Michael Caine,Andrea Marcovicci,Andrea Marcovicci,10.0,14
1862,170000000,en,18.717704,136.0,714766572,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126,0,1,0,1,0,1,0,0,0,0,1,3,20,2014,3,1,1,4,0,0,0,0,0,0,5,12,0,1,0,0,0,0,Chris Evans,Samuel L. Jackson,Samuel L. Jackson,70.0,41
1863,50000000,en,9.35239,101.0,66002004,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,33,0,0,0,1,0,2,0,0,0,0,1,6,22,2005,2,1,1,3,0,0,0,0,0,0,3,5,0,0,1,0,0,0,Lindsay Lohan,Michael Keaton,Michael Keaton,16.0,109
1864,3700000,en,13.505066000000001,98.0,3338228,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0,0,0,0,1,11,3,2006,4,1,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,Jim Caviezel,Greg Kinnear,Greg Kinnear,26.0,22
1865,0,en,7.65458,93.0,181466833,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,0,2,1,0,0,0,1,3,24,2004,2,1,1,6,0,0,0,0,0,0,5,5,0,1,0,0,0,0,Freddie Prinze Jr.,Sarah Michelle Gellar,Sarah Michelle Gellar,12.0,135
1866,19000000,en,14.9837,96.0,85241496,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,1,1,1,0,0,3,0,0,0,0,1,7,27,2016,2,1,1,7,0,0,0,0,0,0,1,13,0,1,0,0,0,0,Emma Roberts,Dave Franco,Dave Franco,22.0,42
1867,125000000,en,33.704935,110.0,407778013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,3,0,1,0,0,1,6,6,2017,1,3,1,9,0,0,1,0,0,0,2,3,0,0,0,0,0,0,Tom Cruise,Russell Crowe,Russell Crowe,54.0,119
1868,0,en,7.4448479999999995,92.0,17037887,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,37,0,0,0,0,1,1,0,1,0,0,1,4,27,1990,4,1,1,13,0,0,1,0,0,0,2,0,0,0,0,0,0,0,Jenny Seagrove,Dwier Brown,Dwier Brown,10.0,9
